City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,San Andres,CO,2021-11-05 02:18:09,12.5847,-81.7006,80.62,89,40,5.75
296,Hithadhoo,MV,2021-11-05 02:22:59,-0.6,73.0833,82.24,75,97,11.5
297,Cap Malheureux,MU,2021-11-05 02:18:10,-19.9842,57.6142,72.46,80,6,3.0
298,Kailua,US,2021-11-05 02:18:10,21.4022,-157.7394,84.18,73,40,10.36
299,Pilar Do Sul,BR,2021-11-05 02:18:10,-23.8131,-47.7164,64.8,97,97,6.46
300,Carnarvon,AU,2021-11-05 02:22:59,-24.8667,113.6333,73.47,46,40,20.71
301,Saint George,US,2021-11-05 02:20:31,37.1041,-113.5841,68.54,39,1,7.0
302,Miandrivazo,MG,2021-11-05 02:18:11,-19.5167,45.4667,75.13,72,5,1.45
303,Quatre Cocos,MU,2021-11-05 02:18:11,-20.2078,57.7625,72.09,84,28,6.58
304,Maniitsoq,GL,2021-11-05 02:18:11,65.4167,-52.9,28.45,86,100,19.71
305,Codrington,AU,2021-11-05 02:23:00,-38.2667,141.9667,69.93,64,11,8.25
306,Tiznit,MA,2021-11-05 02:18:12,29.5833,-9.5,54.36,89,92,4.54
307,Lompoc,US,2021-11-05 02:11:02,34.6391,-120.4579,72.1,83,1,8.05
308,Lagoa,PT,2021-11-05 02:14:05,39.05,-27.9833,67.33,82,100,26.78
309,Gazojak,TM,2021-11-05 02:18:12,41.1875,61.4036,23.09,38,0,12.33
310,Bomet,KE,2021-11-05 02:18:12,-0.7813,35.3416,52.36,91,28,3.18
311,Laguna,US,2021-11-05 02:18:13,38.421,-121.4238,64.06,76,1,0.0
312,Sao Miguel Do Araguaia,BR,2021-11-05 02:13:43,-13.275,-50.1628,73.53,90,100,4.9
313,Biu,NG,2021-11-05 02:18:13,10.6129,12.1946,74.37,22,99,7.99
314,Romny,UA,2021-11-05 02:18:13,50.751,33.4747,48.94,93,75,13.51
315,Huarmey,PE,2021-11-05 02:14:00,-10.0681,-78.1522,64.83,83,89,8.77
316,Alice Springs,AU,2021-11-05 02:20:24,-23.7,133.8833,87.35,27,0,5.75
317,Soyo,AO,2021-11-05 02:18:13,-6.1349,12.3689,77.86,83,100,7.47
318,Douglas,US,2021-11-05 02:17:34,41.3,-96.167,49.87,76,1,4.0
319,Fairbanks,US,2021-11-05 02:10:17,64.8378,-147.7164,30.6,91,75,0.0
320,Grand-Santi,GF,2021-11-05 02:18:14,4.25,-54.3833,74.79,82,5,3.58
321,Menongue,AO,2021-11-05 02:18:14,-14.6585,17.691,66.56,70,93,4.88
322,Dingle,PH,2021-11-05 02:23:01,10.9995,122.6711,83.88,78,92,3.96
323,Ulaanbaatar,MN,2021-11-05 02:18:14,47.9077,106.8832,6.93,47,75,11.18
324,Yulara,AU,2021-11-05 02:14:32,-25.2406,130.9889,85.55,36,100,18.45
325,Kathmandu,NP,2021-11-05 02:14:06,27.7167,85.3167,55.62,88,20,2.3
326,Mareeba,AU,2021-11-05 02:18:15,-17.0,145.4333,83.48,38,0,8.79
327,Porto Empedocle,IT,2021-11-05 02:18:15,37.2934,13.5264,66.72,88,100,5.01
328,Provideniya,RU,2021-11-05 02:23:02,64.3833,-173.3,12.83,80,59,10.2
329,Kuito,AO,2021-11-05 02:18:16,-12.3833,16.9333,59.83,78,54,2.33
330,Kabalo,CD,2021-11-05 02:16:07,-6.05,26.9167,66.58,97,92,1.99
331,Mezen,RU,2021-11-05 02:18:16,65.8522,44.24,36.3,99,100,5.93
332,Dzhebariki-Khaya,RU,2021-11-05 02:18:16,62.2167,135.8,19.92,84,97,2.66
333,Kanashevo,RU,2021-11-05 02:18:16,55.2169,62.0634,32.56,65,100,11.41
334,Iqaluit,CA,2021-11-05 02:23:03,63.7506,-68.5145,15.53,66,20,8.99
335,Praia Da Vitoria,PT,2021-11-05 02:23:03,38.7333,-27.0667,68.76,94,75,20.07
336,Garden City,US,2021-11-05 02:18:17,42.3256,-83.331,35.98,74,40,0.0
337,Saint-Joseph,RE,2021-11-05 02:14:21,-21.3667,55.6167,70.16,77,10,4.68
338,Hanna,CA,2021-11-05 02:18:17,51.6334,-111.9018,54.91,66,2,5.01
339,Urumqi,CN,2021-11-05 02:18:17,43.801,87.6005,13.15,67,0,2.24
340,Palmer,US,2021-11-05 02:13:05,42.1584,-72.3287,39.63,82,75,0.0
341,Ornskoldsvik,SE,2021-11-05 02:18:18,63.2909,18.7153,37.22,100,90,3.44
342,Arcos De La Frontera,ES,2021-11-05 02:18:18,36.7508,-5.8106,49.96,82,0,4.18
343,Batagay,RU,2021-11-05 02:18:18,67.6333,134.6333,0.93,95,88,3.76
344,Eaglesfield,GB,2021-11-05 02:18:19,54.6406,-3.4044,41.74,93,87,1.99
345,Nemuro,JP,2021-11-05 02:23:04,43.3236,145.575,48.63,71,100,7.7
346,Macusani,PE,2021-11-05 02:18:19,-14.0833,-70.4333,39.11,89,93,1.74
347,Inuvik,CA,2021-11-05 02:18:19,68.3499,-133.7218,23.86,86,75,3.44
348,Kununurra,AU,2021-11-05 02:13:43,-15.7667,128.7333,91.38,55,90,5.75
349,Catanzaro,IT,2021-11-05 02:18:20,38.8908,16.5987,65.05,85,99,6.67
350,Talara,PE,2021-11-05 02:18:20,-4.5772,-81.2719,64.92,84,94,10.67
351,Arawa,PG,2021-11-05 02:18:20,-6.2132,155.5367,86.68,56,91,5.64
352,Seoul,KR,2021-11-05 02:17:33,37.5683,126.9778,62.17,55,63,3.44
353,San Jeronimo,PE,2021-11-05 02:18:21,-11.9472,-75.2829,46.54,91,100,3.74
354,Moose Factory,CA,2021-11-05 02:18:21,51.2585,-80.6094,33.8,75,1,11.5
355,Puerto Madero,MX,2021-11-05 02:18:21,14.7208,-92.4215,75.4,100,75,0.0
356,Raga,SS,2021-11-05 02:18:21,8.4596,25.678,71.76,76,49,3.42
357,Kabompo,ZM,2021-11-05 02:18:22,-13.5927,24.2008,64.63,83,48,2.82
358,Parrita,CR,2021-11-05 02:18:22,9.5201,-84.3225,79.52,90,65,0.74
359,Lazaro Cardenas,MX,2021-11-05 02:18:22,17.9583,-102.2,78.4,83,100,3.51
360,Rameswaram,IN,2021-11-05 02:18:22,9.2833,79.3,77.7,87,100,3.58
361,Hualmay,PE,2021-11-05 02:23:05,-11.0964,-77.6139,63.91,85,96,8.72
362,Santa Maria,BR,2021-11-05 02:13:24,-29.6842,-53.8069,68.86,82,0,2.68
363,Kieta,PG,2021-11-05 02:13:39,-6.2167,155.6333,85.68,59,93,5.64
364,Natal,BR,2021-11-05 02:18:18,-5.795,-35.2094,81.25,78,40,6.91
365,Tarko-Sale,RU,2021-11-05 02:18:23,64.9225,77.785,29.91,93,99,20.49
366,Pangnirtung,CA,2021-11-05 02:18:23,66.1451,-65.7125,15.51,77,100,4.92
367,Megion,RU,2021-11-05 02:18:24,61.0296,76.1136,28.42,93,100,13.2
368,Tomohon,ID,2021-11-05 02:18:24,1.3346,124.8392,76.14,64,99,2.42
369,Black River,JM,2021-11-05 02:18:24,18.0264,-77.8487,80.6,83,8,3.89
370,Constitucion,CL,2021-11-05 02:13:37,-35.3333,-72.4167,52.54,63,0,12.39
371,Abu Samrah,SY,2021-11-05 02:18:25,35.3029,37.1841,61.21,56,0,1.72
372,West Bay,KY,2021-11-05 02:18:25,19.3667,-81.4167,80.67,84,20,2.3
373,Bilma,NE,2021-11-05 02:23:06,18.6853,12.9164,77.68,17,0,5.1
374,Dulce Grande,MX,2021-11-05 02:18:25,23.0,-102.1667,64.44,46,3,12.06
375,Kodinsk,RU,2021-11-05 02:18:25,58.6881,99.1844,9.45,83,100,12.03
376,Haines Junction,CA,2021-11-05 02:23:07,60.7522,-137.5108,19.35,86,100,0.0
377,Port-Gentil,GA,2021-11-05 02:18:26,-0.7193,8.7815,78.66,85,100,11.9
378,Acapulco,MX,2021-11-05 02:14:14,16.8634,-99.8901,78.71,82,83,2.26
379,Neiafu,TO,2021-11-05 02:14:25,-18.65,-173.9833,83.08,69,75,12.66
380,Yarim,YE,2021-11-05 02:18:26,14.298,44.3779,48.43,38,6,4.99
381,Poum,NC,2021-11-05 02:23:07,-20.2333,164.0167,74.48,67,53,6.98
382,Nurota,UZ,2021-11-05 02:18:27,40.5614,65.6886,21.29,42,0,9.24
383,Port Hawkesbury,CA,2021-11-05 02:18:27,45.6169,-61.3485,40.59,90,1,0.0
384,Minsk,BY,2021-11-05 02:14:58,53.9,27.5667,50.74,93,100,12.3
385,Aykhal,RU,2021-11-05 02:18:27,66.0,111.5,-2.4,94,100,29.68
386,Roseburg,US,2021-11-05 02:18:28,43.2165,-123.3417,53.71,86,90,4.61
387,Livramento,BR,2021-11-05 02:18:28,-3.0254,-60.1803,81.27,100,0,0.0
388,Sabha,LY,2021-11-05 02:18:28,27.0377,14.4283,71.87,23,0,11.43
389,Margate,GB,2021-11-05 02:13:45,51.3813,1.3862,42.87,80,91,18.23
390,Murygino,RU,2021-11-05 02:18:28,58.7383,49.4582,42.3,86,100,13.31
391,Mangrol,IN,2021-11-05 02:18:29,21.1167,70.1167,75.34,42,91,10.71
392,Berlevag,NO,2021-11-05 02:13:57,70.8578,29.0864,34.32,72,14,7.9
393,Malanje,AO,2021-11-05 02:18:29,-9.5402,16.341,63.72,93,91,0.78
394,Hohhot,CN,2021-11-05 02:13:49,40.8106,111.6522,50.4,51,42,3.69
395,Salvador,SV,2021-11-05 02:18:29,13.8333,-88.9167,70.2,96,53,0.83
396,Barcelos,PT,2021-11-05 02:16:17,41.5388,-8.6151,46.92,88,0,5.32
397,Ondjiva,AO,2021-11-05 02:18:30,-17.0667,15.7333,69.48,28,100,5.53
398,Ulaangom,MN,2021-11-05 02:18:30,49.9811,92.0667,11.48,40,51,2.71
399,Peniche,PT,2021-11-05 02:18:30,39.3558,-9.3811,55.62,84,0,20.04
400,Tukrah,LY,2021-11-05 02:14:23,32.5341,20.5791,76.41,36,98,13.11
401,Barranca,PE,2021-11-05 02:18:31,-10.75,-77.7667,63.43,85,100,7.7
402,Sorong,ID,2021-11-05 02:13:50,-0.8833,131.25,84.22,74,100,2.15
403,Te Anau,NZ,2021-11-05 02:23:09,-45.4167,167.7167,66.16,48,100,1.88
404,Leh,IN,2021-11-05 02:18:31,34.1667,77.5833,20.19,65,32,2.57
405,Edd,ER,2021-11-05 02:18:31,13.9297,41.6925,81.37,50,32,5.95
406,Goundam,ML,2021-11-05 02:18:31,16.4145,-3.6708,87.1,22,3,4.85
407,La Ronge,CA,2021-11-05 02:14:02,55.1001,-105.2842,36.18,68,33,2.86
408,Bandarbeyla,SO,2021-11-05 02:18:32,9.4942,50.8122,75.83,77,35,8.68
409,Houston,US,2021-11-05 02:15:13,29.7633,-95.3633,57.87,75,90,0.0
410,Lata,PT,2021-11-05 02:18:32,40.1629,-8.3327,49.82,79,0,3.98
411,Grand Gaube,MU,2021-11-05 02:13:30,-20.0064,57.6608,72.37,80,9,3.0
412,Mamallapuram,IN,2021-11-05 02:18:33,12.6264,80.1722,80.65,81,100,6.78
413,Concordia,AR,2021-11-05 02:18:33,-31.393,-58.0209,72.79,82,82,3.0
414,Surt,LY,2021-11-05 02:18:33,31.2089,16.5887,76.48,35,2,16.58
415,San Juan,AR,2021-11-05 02:18:33,-31.5375,-68.5364,53.55,36,100,11.36
416,Port Hedland,AU,2021-11-05 02:15:16,-20.3167,118.5667,98.65,14,8,5.75
417,Itarema,BR,2021-11-05 02:18:34,-2.9248,-39.9167,80.42,78,20,10.83
418,Gizo,SB,2021-11-05 02:18:34,-8.103,156.8419,85.62,63,100,13.96
419,Carauari,BR,2021-11-05 02:14:31,-4.8828,-66.8958,74.32,97,100,2.37
420,Kloulklubed,PW,2021-11-05 02:18:34,7.0419,134.2556,86.5,76,100,9.71
421,Moyale,KE,2021-11-05 02:18:35,3.5167,39.0584,66.81,71,32,3.24
422,Bima,ID,2021-11-05 02:18:35,-8.4667,118.7167,92.32,50,80,4.99
423,Vestmannaeyjar,IS,2021-11-05 02:13:16,63.4427,-20.2734,45.43,82,99,18.48
424,Aksarka,RU,2021-11-05 02:18:35,66.5606,67.7975,34.02,91,100,16.44
425,Mar Del Plata,AR,2021-11-05 02:23:10,-38.0023,-57.5575,60.82,100,90,11.01
426,Fort Payne,US,2021-11-05 02:18:36,34.4442,-85.7197,49.01,71,90,0.0
427,Alta Floresta,BR,2021-11-05 02:14:00,-9.8756,-56.0861,70.95,98,100,3.29
428,Port Lincoln,AU,2021-11-05 02:13:15,-34.7333,135.8667,71.35,49,86,13.69
429,Zlobin,HR,2021-11-05 02:18:36,45.2924,14.6541,43.9,93,0,2.3
430,Vestmanna,FO,2021-11-05 02:18:36,62.1564,-7.1664,43.72,81,75,17.27
431,Marsa Matruh,EG,2021-11-05 02:18:37,31.3525,27.2453,71.06,78,0,6.69
432,Najran,SA,2021-11-05 02:13:54,17.4924,44.1277,60.66,33,5,2.75
433,Flinders,AU,2021-11-05 02:14:17,-34.5833,150.8552,68.18,86,100,3.0
434,College,US,2021-11-05 02:14:10,64.8569,-147.8028,30.58,91,75,0.0
435,Mitsamiouli,KM,2021-11-05 02:18:37,-11.3847,43.2844,79.0,74,11,4.81
436,Prince Rupert,CA,2021-11-05 02:18:37,54.3161,-130.3201,49.69,90,100,20.71
437,Sao Gabriel Da Cachoeira,BR,2021-11-05 02:18:38,-0.1303,-67.0892,73.15,98,100,1.3
438,Buchanan,LR,2021-11-05 02:23:11,5.8808,-10.0467,76.8,90,13,5.14
439,Puerto Leguizamo,CO,2021-11-05 02:18:38,-0.1934,-74.7819,73.17,98,100,2.75
440,Changtu,CN,2021-11-05 02:18:38,42.7788,124.0955,57.65,59,0,14.2
441,Avera,US,2021-11-05 02:23:11,33.194,-82.5271,48.07,75,100,9.28
442,Cururupu,BR,2021-11-05 02:18:39,-1.8283,-44.8683,74.98,93,36,2.71
443,Chamba,IN,2021-11-05 02:18:39,32.5667,76.1333,55.22,44,6,7.92
444,Guantanamo,CU,2021-11-05 02:18:39,20.1444,-75.2092,80.17,89,9,3.58
445,Mehamn,NO,2021-11-05 02:13:42,71.0357,27.8492,32.25,76,12,7.74
446,Harper,LR,2021-11-05 02:09:16,4.375,-7.7169,77.58,88,13,6.67
447,Samana,DO,2021-11-05 02:18:40,19.2056,-69.3369,77.22,87,23,6.93
448,Cuajinicuilapa,MX,2021-11-05 02:18:40,16.4667,-98.4167,75.99,87,100,1.07
449,Caruray,PH,2021-11-05 02:18:40,10.3094,119.0128,85.06,74,100,4.94
450,Pacific Grove,US,2021-11-05 02:10:48,36.6177,-121.9166,63.43,87,20,4.0
451,Pangkalanbuun,ID,2021-11-05 02:18:40,-2.6833,111.6167,85.71,65,100,3.85
452,Kuliyapitiya,LK,2021-11-05 02:18:41,7.4688,80.0401,75.61,93,91,3.06
453,Clyde River,CA,2021-11-05 02:23:12,70.4692,-68.5914,19.54,82,98,15.1
454,Slave Lake,CA,2021-11-05 02:18:41,55.2834,-114.769,37.38,87,90,8.05
455,Honningsvag,NO,2021-11-05 02:18:41,70.9821,25.9704,36.46,66,76,14.83
456,Zhoucheng,CN,2021-11-05 02:18:42,35.9122,116.3117,61.25,74,97,5.66
457,Hami,CN,2021-11-05 02:23:13,42.8,93.45,24.33,54,100,20.24
458,Madang,PG,2021-11-05 02:18:42,-5.2246,145.7966,85.41,67,99,7.38
459,Port Augusta,AU,2021-11-05 02:13:18,-32.5,137.7667,88.7,13,100,3.62
460,Taoudenni,ML,2021-11-05 02:23:13,22.6783,-3.9836,79.77,20,42,8.21
461,San Rafael,AR,2021-11-05 02:18:42,-34.6177,-68.3301,54.54,40,94,5.44
462,Hibbing,US,2021-11-05 02:15:32,47.4272,-92.9377,38.7,80,1,0.0
463,Sovetskiy,RU,2021-11-05 02:18:43,61.3614,63.5842,30.81,97,100,12.06
464,Chabahar,IR,2021-11-05 02:18:43,25.2919,60.643,75.29,62,1,4.41
465,Khartoum,SD,2021-11-05 02:13:58,15.5518,32.5324,83.91,29,0,10.45
466,Menomonie,US,2021-11-05 02:18:43,44.8755,-91.9193,41.83,75,10,0.0
467,Bardiyah,LY,2021-11-05 02:18:44,31.7561,25.0865,71.92,52,2,7.83
468,Tual,ID,2021-11-05 02:14:15,-5.6667,132.75,84.0,73,100,7.14
469,Strangnas,SE,2021-11-05 02:18:44,59.3774,17.0312,42.31,88,100,5.91
470,Constantine,DZ,2021-11-05 02:18:44,36.365,6.6147,45.81,87,40,4.61
471,San Vicente,AR,2021-11-05 02:18:45,-26.6167,-54.1333,65.14,97,18,2.35
472,Sibolga,ID,2021-11-05 02:18:45,1.7427,98.7792,78.19,87,96,2.42
473,Plouzane,FR,2021-11-05 02:18:45,48.3833,-4.6167,48.25,87,90,5.75
474,Griffith,US,2021-11-05 02:18:45,41.5284,-87.4237,42.03,83,1,3.44
475,Coquimbo,CL,2021-11-05 02:13:16,-29.9533,-71.3436,55.13,87,0,5.75
476,Souillac,MU,2021-11-05 02:23:14,-20.5167,57.5167,72.36,88,75,3.44
477,Khani,GE,2021-11-05 02:14:03,41.9563,42.9566,54.97,77,8,6.24
478,Kralendijk,BQ,2021-11-05 02:17:18,12.15,-68.2667,80.58,78,11,10.36
479,Manacapuru,BR,2021-11-05 02:18:46,-3.2997,-60.6206,75.78,80,9,4.18
480,Santiago Del Estero,AR,2021-11-05 02:18:46,-27.7951,-64.2615,59.56,84,100,28.66
481,Tuatapere,NZ,2021-11-05 02:23:15,-46.1333,167.6833,59.83,55,100,6.73
482,Tingi,TZ,2021-11-05 02:18:47,-11.3,35.0333,65.97,42,5,5.59
483,Americus,US,2021-11-05 02:18:47,32.0724,-84.2327,51.93,87,100,6.91
484,Phangnga,TH,2021-11-05 02:18:47,8.4509,98.5298,83.91,74,100,5.7
485,San Quintin,MX,2021-11-05 02:13:54,30.4833,-115.95,63.57,85,0,8.1
486,Mecca,SA,2021-11-05 02:18:47,21.4267,39.8261,75.56,68,0,1.05
487,Hauterive,FR,2021-11-05 02:14:12,46.0901,3.4459,43.02,85,100,1.32
488,Alugan,PH,2021-11-05 02:13:37,12.2188,125.4808,81.86,85,92,8.99
489,Nome,US,2021-11-05 02:16:32,64.5011,-165.4064,24.87,75,90,3.44
490,Axim,GH,2021-11-05 02:16:20,4.8699,-2.2405,77.72,87,87,4.45
491,Hamilton,US,2021-11-05 02:19:41,39.1834,-84.5333,40.66,76,1,0.0
492,Kurilsk,RU,2021-11-05 02:23:16,45.2333,147.8833,43.61,75,98,8.05
493,Muros,ES,2021-11-05 02:23:16,42.7762,-9.0603,50.99,94,17,9.04
494,Amapa,BR,2021-11-05 02:18:48,1.0,-52.0,72.82,89,13,2.37
495,Pringsewu,ID,2021-11-05 02:18:48,-5.3582,104.9744,81.52,74,100,1.9
496,Tura,IN,2021-11-05 02:13:31,25.5198,90.2201,68.59,75,35,2.66
497,Miri,MY,2021-11-05 02:23:16,4.4148,114.0089,84.34,79,40,3.44
498,Rwamagana,RW,2021-11-05 02:18:49,-1.9487,30.4347,62.04,95,91,0.87
499,Sambava,MG,2021-11-05 02:14:05,-14.2667,50.1667,69.96,89,8,2.66
500,Guarapari,BR,2021-11-05 02:13:35,-20.6667,-40.4975,75.09,91,19,7.9
501,Millinocket,US,2021-11-05 02:18:49,45.6573,-68.7098,32.02,93,1,0.0
502,Oga,IT,2021-11-05 02:18:50,46.4631,10.347,25.68,96,63,3.02
503,Satuk,TR,2021-11-05 02:18:50,41.2263,32.3836,52.72,73,3,5.39
504,Sosnogorsk,RU,2021-11-05 02:18:50,63.6023,53.8817,33.96,98,100,8.95
505,Blagoyevo,RU,2021-11-05 02:18:50,63.3667,47.9167,36.75,98,100,6.93
506,Tongliao,CN,2021-11-05 02:13:57,43.6125,122.2653,55.36,40,0,7.58
507,Troitskoye,RU,2021-11-05 02:18:51,52.9821,84.6757,12.49,73,100,12.15
508,Ndele,CF,2021-11-05 02:18:51,8.4109,20.6473,70.92,79,46,3.58
509,Fort Wellington,GY,2021-11-05 02:18:52,6.4,-57.6,78.04,86,9,9.95
510,Comodoro Rivadavia,AR,2021-11-05 02:18:52,-45.8667,-67.5,60.66,31,0,17.27
511,Gigmoto,PH,2021-11-05 02:18:52,13.7796,124.39,81.54,83,100,10.65
512,Chulman,RU,2021-11-05 02:18:53,56.8479,124.9104,5.23,89,100,11.92
513,Zlitan,LY,2021-11-05 02:18:53,32.4674,14.5687,77.95,30,8,10.56
514,Bokoro,TD,2021-11-05 02:18:53,12.3807,17.0568,81.05,19,49,8.3
515,Azanka,RU,2021-11-05 02:18:54,58.0401,64.7893,30.38,68,100,13.4
516,Lasa,IT,2021-11-05 02:14:30,46.6166,10.7002,32.61,91,48,3.67
517,Priyutnoye,RU,2021-11-05 02:18:54,46.1011,43.5072,47.62,91,78,11.01
518,Veraval,IN,2021-11-05 02:18:54,20.9,70.3667,75.92,43,95,11.77
519,Pouembout,NC,2021-11-05 02:18:54,-21.1333,164.9,79.66,54,58,11.5
520,Huambo,AO,2021-11-05 02:18:55,-12.7761,15.7392,60.48,72,48,2.08
521,Malabo,GQ,2021-11-05 02:18:55,3.75,8.7833,79.83,84,91,7.38
522,Torit,SS,2021-11-05 02:18:55,4.4133,32.5678,71.53,73,11,1.97
523,Andrews,US,2021-11-05 02:16:37,32.3187,-102.5457,48.6,78,1,5.75
524,High Prairie,CA,2021-11-05 02:18:56,55.4334,-116.4858,36.7,94,100,5.99
525,Coolum Beach,AU,2021-11-05 02:18:57,-26.5333,153.1,75.11,68,86,1.01
526,Tefe,BR,2021-11-05 02:18:57,-3.3542,-64.7114,74.95,96,87,1.25
527,Tynda,RU,2021-11-05 02:18:58,55.1667,124.7167,20.73,57,100,10.56
528,Roma,US,2021-11-05 02:18:22,43.2128,-75.4557,35.67,93,1,0.0
529,Namibe,AO,2021-11-05 02:13:51,-15.1961,12.1522,66.45,75,100,7.85
530,Durant,US,2021-11-05 02:18:58,33.994,-96.3708,47.28,81,1,0.0
531,Porto Novo,BJ,2021-11-05 02:13:36,6.4965,2.6036,77.9,88,94,5.26
532,Conakry,GN,2021-11-05 02:18:58,9.538,-13.6773,72.36,79,75,4.54
533,Selenginsk,RU,2021-11-05 02:18:59,52.0064,106.8647,12.61,69,100,11.63
534,Kaitong,CN,2021-11-05 02:18:59,44.8135,123.15,51.75,62,11,7.56
535,Nakhodka,RU,2021-11-05 02:18:59,42.8333,132.8947,51.39,66,0,2.06
536,Nanortalik,GL,2021-11-05 02:23:19,60.1432,-45.2371,34.07,80,98,5.48
537,Vanavara,RU,2021-11-05 02:19:00,60.34,102.2797,9.32,85,100,12.39
538,Tazovskiy,RU,2021-11-05 02:19:00,67.4667,78.7,31.24,97,100,18.48
539,Changji,CN,2021-11-05 02:19:00,44.0167,87.3167,16.59,67,0,2.24
540,Barrie,CA,2021-11-05 02:19:01,44.4001,-79.6663,35.11,88,20,1.14
541,Presidencia Roque Saenz Pena,AR,2021-11-05 02:19:01,-26.7852,-60.4388,87.4,44,85,10.89
542,Southend-On-Sea,GB,2021-11-05 02:19:01,51.5378,0.7143,42.64,80,0,1.01
543,Brae,GB,2021-11-05 02:19:02,60.3964,-1.353,48.11,69,100,17.58
544,Portel,BR,2021-11-05 02:19:03,-1.9356,-50.8211,76.46,85,53,3.49
545,Tecpan,GT,2021-11-05 02:19:03,14.7623,-90.9947,56.52,98,98,4.18
546,Kulu,TR,2021-11-05 02:19:03,39.0951,33.0799,52.25,72,1,5.79
547,Korla,CN,2021-11-05 02:13:27,41.7597,86.1469,28.31,22,97,17.69
548,Springdale,US,2021-11-05 02:16:34,36.1867,-94.1288,42.93,91,1,0.0
549,Waddan,LY,2021-11-05 02:19:04,29.1614,16.139,73.31,27,0,6.42
550,Pontianak,ID,2021-11-05 02:19:04,-0.0333,109.3333,80.58,83,75,3.44
551,Sao Joao Da Barra,BR,2021-11-05 02:11:51,-21.6403,-41.0511,70.05,94,37,6.69
552,Vardo,NO,2021-11-05 02:23:20,70.3705,31.1107,36.1,69,83,4.05
553,Ippy,CF,2021-11-05 02:19:05,6.2679,21.2247,68.5,96,95,2.42
554,Tonekabon,IR,2021-11-05 02:19:05,36.8163,50.8738,58.95,94,100,6.06
555,Whitley Bay,GB,2021-11-05 02:19:05,55.0397,-1.4471,38.19,88,59,8.05
556,Hameenlinna,FI,2021-11-05 02:19:05,60.996,24.4643,42.03,98,100,4.25
557,Onega,RU,2021-11-05 02:13:54,63.9061,38.1404,43.43,92,100,9.48
